2022-09-12 20:46:40.815 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.linkage.testForDate], using SpringBootContextLoader
2022-09-12 21:03:50.205 INFO  PID_IS_UNDEFINED --- [main] o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.linkage.testForDate]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-09-12 21:03:50.417 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-09-12 21:03:50.445 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@23202fce, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7b993c65, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@37911f88, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6f1c29b7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4d6025c5, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f284218, org.springframework.test.context.transaction.TransactionalTestExecutionListener@407a7f2a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4ea5b703, org.springframework.test.context.event.EventPublishingTestExecutionListener@2a7ed1f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3fa247d1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2cb2fc20, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4f4c4b1a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@723e88f9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5f0fd5a0, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@64e7619d]
2022-09-12 21:03:50.899 INFO  13400 --- [main] com.example.linkage.testForDate - Starting testForDate using Java 1.8.0_311 on LAPTOP-UIPV54IS with PID 13400 (started by lenovo in D:\IDEAproject\linkage)
2022-09-12 21:03:50.901 INFO  13400 --- [main] com.example.linkage.testForDate - No active profile set, falling back to 1 default profile: "default"
2022-09-12 21:03:52.150 INFO  13400 --- [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-09-12 21:03:52.450 INFO  13400 --- [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-09-12 21:03:54.896 INFO  13400 --- [main] com.example.linkage.testForDate - Started testForDate in 4.396 seconds (JVM running for 5.703)
2022-09-12 21:03:55.211 INFO  13400 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-09-12 21:03:55.220 INFO  13400 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2022-09-12 21:05:55.382 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.linkage.testForDate], using SpringBootContextLoader
2022-09-12 21:05:55.390 INFO  PID_IS_UNDEFINED --- [main] o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.linkage.testForDate]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-09-12 21:05:55.586 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-09-12 21:05:55.614 INFO  PID_IS_UNDEFINED --- [main] o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@23202fce, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7b993c65, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@37911f88, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6f1c29b7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4d6025c5, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f284218, org.springframework.test.context.transaction.TransactionalTestExecutionListener@407a7f2a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4ea5b703, org.springframework.test.context.event.EventPublishingTestExecutionListener@2a7ed1f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3fa247d1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2cb2fc20, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4f4c4b1a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@723e88f9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5f0fd5a0, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@64e7619d]
2022-09-12 21:05:56.069 INFO  8092 --- [main] com.example.linkage.testForDate - Starting testForDate using Java 1.8.0_311 on LAPTOP-UIPV54IS with PID 8092 (started by lenovo in D:\IDEAproject\linkage)
2022-09-12 21:05:56.070 INFO  8092 --- [main] com.example.linkage.testForDate - No active profile set, falling back to 1 default profile: "default"
2022-09-12 21:05:57.316 INFO  8092 --- [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-09-12 21:05:57.569 INFO  8092 --- [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-09-12 21:05:59.817 INFO  8092 --- [main] com.example.linkage.testForDate - Started testForDate in 4.146 seconds (JVM running for 5.361)
2022-09-12 21:06:00.078 INFO  8092 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-09-12 21:06:00.085 INFO  8092 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
